,GISJOIN,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
214,G0400130104216,,3.44444444444,,,2.83333333333,,,,,,,,,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83333333333,3.26666666667,,,,,,,3.33333333333,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,3.33333333333,,,,,,2.83333333333,,,3.60869565217,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,
215,G0400130104217,,3.875,,,,,,,,,,,1.0,,1.0,3.94736842105,4.22857142857,1.0,,,5.0,4.3,,,,,,,,3.55555555556,,,,,,,,4.02777777778,,,,2.8064516129,,,,,,3.30769230769,1.0,,4.22857142857,,,,3.16216216216,2.44444444444,,,,,,4.58333333333,,,,,3.38775510204,1.0,3.875,,,3.89743589744,,,1.0,,,,,3.875,,,,2.8,2.98,,,,2.8,,,4.07142857143,,4.58333333333,4.58333333333,,4.5625,,,3.83333333333,,,,3.0,,,,,,,3.42857142857,,,3.95652173913,,,,,3.66666666667,3.53846153846,,2.8,,,,,,,,,,,4.42222222222,,4.10377358491,,,,,5.0,,,,3.77941176471,,2.57692307692,,,,,,2.42857142857,,,,,,,,,,,4.44444444444,,3.95588235294,,,,,,,3.42857142857,,,,,4.42222222222,,,,
216,G0400130104218,,,,,,,,,,,,,,,,,,,4.2,,3.5,4.63157894737,,,,4.6875,4.6875,,,2.25,4.67605633803,,,,,,,,,4.83333333333,,4.67605633803,,,,,,4.15384615385,,,,,,,,,,,,,,,,,,,2.25,5.0,,,,4.51315789474,,,,,,,2.2,,,4.86666666667,,,,,,4.6875,,,,,,,,,,,5.0,,3.57222222222,,,,,4.44444444444,4.0,,,,,,,3.45,,,,,,3.5,,,,,,,,3.0,4.16666666667,4.0,3.0,,4.0,,3.0,,4.0,4.0,,,,,4.83333333333,3.86808510638,,4.15384615385,,,4.8,4.0,,4.60869565217,,,4.67605633803,,,,,,3.57222222222,3.75,,,,,,,,,,,,4.42857142857,,,,3.92307692308,,,
217,G0400130104219,,3.5,,,,,,,,,,,3.64285714286,3.64285714286,3.64285714286,,,,,,,4.0,,3.5,,3.5,,,4.0,1.75,,,2.5,,,,,2.5,,,,,,4.0,,4.0,,,,,,,2.46666666667,,,,3.90909090909,,4.36363636364,3.5,,,,,,2.46666666667,2.81818181818,,,,,3.90909090909,,,,,,,3.88888888889,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,4.38095238095,,3.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.859375,,,,,,,,3.38,,,,,3.5,,,,,,,3.42857142857,,,3.64285714286,,,,,,2.46666666667,,,,,,,2.46666666667,
218,G0400130104221,,1.5,,3.0,,,,,,,1.84615384615,1.84615384615,,2.75,2.05882352941,,5.0,,3.2,,3.2380952381,4.44444444444,,,,,,,,3.66071428571,,,,1.84615384615,,5.0,4.03571428571,,,,,,,,,,,,,2.66666666667,,,,,,,,,,,,5.0,,,,2.66666666667,,,1.5,,,3.875,,,,,,,3.71428571429,1.5,5.0,,,,5.0,,,,4.0,,,1.2,,,,,,,,,,,,,,4.80952380952,,,,,,,,3.98148148148,,,,,4.16666666667,3.2380952381,,,,5.0,,,,4.5,2.5,4.0,3.0,,3.79166666667,,4.03571428571,,5.0,5.0,,,,,,3.70348837209,,,,,4.77777777778,,,3.25925925926,,,,,,4.66666666667,,3.0,,,,,,,,,,,,,,,,,2.75,,,,
219,G0400130104222,,,,,,4.5,,,,,,,,,,,,,,,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33333333333,,,,2.0,,,,,,,,,2.76923076923,,,,,,,,,,,,,,,,,4.5,,,,,4.5,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.76923076923,,,,,4.0,3.5,,4.5,,,,,,,,,,,3.33333333333,,,,,,,,,,4.6,2.76923076923,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,3.33333333333,,,,
220,G0400130104223,,4.09523809524,,3.4,,,,,,,,,,,,,3.4,,,,3.5,3.2,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,3.66666666667,,,,,5.0,,,2.66666666667,,,,,,,,3.66666666667,,,4.3,5.0,5.0,3.72,,,,,,,,4.3,,,,,4.9,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,,,,,,,,,3.2,3.5,,,,4.66666666667,3.90909090909,,,,4.42857142857,4.42857142857,4.42857142857,,4.48387096774,,3.68421052632,,,,,,,,,3.69642857143,,,,,,,,4.63636363636,,,,,,,,,,,,,,,,,,4.3,,,,,,,5.0,,,,
221,G0400130104224,,,,,,,,,,,,,,,,,,,,,3.75757575758,3.57894736842,,,,,,,,3.0,,,,,,,2.78260869565,3.47058823529,,,,,,1.75,,1.75,,2.5,5.0,,,3.5,,,2.95238095238,,2.14285714286,3.66666666667,,,,,,,3.0,5.0,,,,,,2.85714285714,,,5.0,,,,3.3,,,2.33333333333,,,3.39583333333,,,,,,,1.6,,,,3.38888888889,,,,2.08333333333,,,,,,3.375,,,,,1.0,,,,,,,,3.6,3.75757575758,,,,,,,,,,,,,,,2.36842105263,,,1.6,,,,,,2.95945945946,,2.39130434783,,3.0,,,,3.18518518519,,,,,,3.75757575758,,,,,5.0,,,,,,,,,,5.0,,,,,,,5.0,
222,G0400130104225,,,,,2.0,,5.0,,,,,,3.71875,3.66666666667,3.71052631579,,,3.33333333333,3.81818181818,4.33333333333,3.1935483871,3.96,,4.57142857143,,,,,2.56451612903,4.15517241379,,,,,,,,,,,,,4.0,3.0,,3.0,,,,,,,,4.0625,,,2.83333333333,,,,,,,2.33333333333,,,4.15517241379,3.33333333333,,4.14285714286,4.14285714286,4.14754098361,,,,,,,5.0,,,4.0,,,4.75,,3.4,,,,,3.45454545455,,,,,4.15517241379,,,,,,,,,4.72727272727,,,4.75,,,,,2.875,,,,,3.28571428571,3.1935483871,,,,,,,,,,,,,,,,,,,,,2.0,,,3.47876447876,,,,,,,,3.84375,,,,,4.57142857143,2.26666666667,,,,,,,,4.5,4.625,,,,,,,,,,,3.53846153846,,,
223,G0400130104226,,4.18181818182,,,,,2.66666666667,,,,,,,,3.71428571429,,4.41304347826,,,,2.91891891892,4.11538461538,4.0,,,4.54545454545,,,3.3606557377,1.63636363636,,,,3.71428571429,,,,3.61538461538,,,,3.0,,5.0,,,,4.48148148148,4.11111111111,,4.56310679612,3.56451612903,,,,,,,,4.54545454545,,5.0,,3.8,,,2.10526315789,,,,,4.30508474576,,3.71428571429,4.2,,,,4.0,,,5.0,,,4.10526315789,,,,4.85714285714,5.0,,5.0,,,,,,3.44444444444,,,,,,,4.45394736842,2.66666666667,,,,,,,,2.75,4.06,,,,4.11538461538,2.91891891892,,4.85714285714,,4.0,,5.0,,4.5,,4.5,4.5,,4.66666666667,5.0,4.48148148148,,,,,,,,,3.90343698854,,,,,,,,4.22222222222,5.0,,4.31428571429,,,,,,,,,2.75,3.71942446043,3.75,,,,,,,,5.0,,,4.8,,,,
224,G0400130104227,,,,2.76923076923,,,,,,,,,,,,,,,,,3.13333333333,2.75,,,,,,,,,,,,,,,2.76923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42857142857,,,,,,,3.66666666667,,,,,,3.13333333333,,,,,,,,,,,,,,,,,,,,,,,,3.17021276596,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,
225,G0400130104301,,4.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,3.85714285714,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,5.0,,,,3.85714285714,4.11538461538,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3.8085106383,,3.77777777778,,,,,,3.85714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,G0400130104302,,,,,3.0,,,4.0,,,,,,2.33333333333,2.33333333333,,,3.5,,,,,,,,,,,,3.85416666667,,,,,,,,4.04545454545,,,,,,,,,,,,2.72727272727,,,,,4.0,,,,,,,2.03703703704,,,,2.72727272727,3.85416666667,4.5,,,,,,,,,,,,,,,,,4.0,,,,,,,3.44444444444,,2.03703703704,2.03703703704,,,3.61538461538,,,3.85714285714,,,,,,,,,,,,,,,,,,,,,,2.33333333333,,,,,4.1,2.5,3.64285714286,2.5,2.5,3.64285714286,,,,,5.0,,,3.44444444444,4.0,,3.82781456954,,,,,,,,3.39285714286,,,,,,,,,3.85714285714,,,,,,2.33333333333,,,,,4.0,,,,1.85714285714,4.1,,,,
227,G0400130104401,,3.84210526316,2.0,1.4,,,,,,,,5.0,,5.0,4.25,,,,,,,5.0,,,5.0,,,,,4.33333333333,,,,3.2,5.0,,,,,,,3.81818181818,,,,,,4.33333333333,,,,,,,,,,,,,,3.60416666667,,,,,,,3.25,,,3.81818181818,,,,,5.0,,,2.66666666667,,,,,,,4.69696969697,,,4.0,,3.98347107438,,3.60416666667,3.60416666667,,,,,,,,,4.10526315789,,4.83333333333,,5.0,5.0,,,,,2.33333333333,,,,,,4.6,,,,,,,,,,,,,,,,3.73076923077,,,,,1.0,,,4.06085192698,4.33333333333,,4.11554621849,4.66666666667,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.20930232558,,,,,
228,G0400130104402,,3.5,2.70967741935,4.09836065574,1.75,,,,,,,,,4.16666666667,4.0,,,,,,2.77777777778,5.0,,,5.0,,,4.09836065574,3.525,3.0,4.02941176471,,,4.0,,4.0,2.77777777778,4.0,,,,,2.25,,,,,,,,,,,,,,,,2.66666666667,,,3.07766990291,,,,,3.0,2.0,2.66666666667,,,,,,,,,,,2.66666666667,,,,,2.33333333333,,4.85714285714,,,,,3.52173913043,,2.95652173913,2.95652173913,,,,2.0,,,,,,,3.42857142857,,5.0,,,2.33333333333,,,3.81333333333,,,5.0,,,2.77777777778,,,,,3.66666666667,,,,,,,,,,,,,5.0,,,1.75,,,3.69075144509,3.525,,,2.4,,,,5.0,,,,,,2.77777777778,,3.63829787234,,,,3.74814814815,,,,,,,,,,,3.525,4.0,,,,,
229,G0400130104501,,4.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.25,,,,4.22222222222,,,,,,,,,,,4.22222222222,,,,,,,,,,,,,,,3.16666666667,,,,,3.31818181818,,,,,,,,,,,,,,,,,,,,,,4.29032258065,,,,,,,,,,,,,,3.0,2.33333333333,3.82608695652,,,3.82608695652,,,,,,,,,,,4.2,,,,,,,,3.72,,,4.22222222222,,4.0,,,,,,,,,,,,,,,,,,,,3.9,,,,
230,G0400130104502,,,,,,,,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,,,,3.16666666667,,,,,,,,4.33333333333,,,,,,,,,,,,,,,,,,3.16666666667,,,,,,,,,,4.33333333333,,4.33333333333,,,,,,,,,,,,,,,,,,4.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81481481481,5.0,,,,,,,,3.81481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,G0400130104600,,4.0,3.83333333333,,2.5,,,,,,,,2.0,4.79166666667,4.39285714286,,,,4.17391304348,,4.32432432432,,,,,4.1,4.1,3.9512195122,,2.73684210526,,2.0,,,,,,,4.83333333333,,,,,,,,,3.64705882353,,,,,,,4.28571428571,,2.77777777778,4.66666666667,,,,,,,,,,,,,,3.77514792899,,,,,,,,,,,,,4.625,,,,,,,3.0,,,3.0,,,,,3.54545454545,,,,,,4.5,4.32432432432,,,,,,,4.25705794948,,,,,,4.32432432432,,,,,,,,,4.05882352941,4.05882352941,,,4.22222222222,,3.25,,,,,,2.5,,,4.00860927152,,3.64705882353,4.24657534247,,,,,3.5,,,,,,,,,,,,,,,,3.6,,,3.0,5.0,,,,,4.5,,,,
232,G0400130104701,,,,,,,,,,,,,,5.0,4.28571428571,,,,,,4.0,,,,,,,,,,,,3.66666666667,3.625,,,,,,,,,,,,,,,,,,,,4.0,,,3.22222222222,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.875,,,3.66666666667,,,,,,,,,,,4.14285714286,,,,,,,,,,,4.0,,,4.0,,,3.625,,,,,,,,,,,,,3.75,,,2.66666666667,,,,,2.0,,,,4.0,,,,3.22222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,G0400130104702,,,,,,,,,,,,,,4.5,4.57894736842,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96551724138,,,,,,,,,,,,,,,,,,,,,,4.44444444444,,,,,,,,,3.25,,,,,,,,,,,,4.2,,,,,,,,,4.44444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,G0400130104801,,,,,,,,,,,,,,4.86842105263,4.86842105263,,,,,,,,,,,,,,,1.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,,,,,2.8,1.57142857143,,,,,3.96,4.33333333333,,,,,,3.96,,,,,,,,3.66666666667,,4.33333333333,,,1.81818181818,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.75,3.75,,,3.75,,,,,5.0,,,1.2,,,2.86956521739,,,,,,,,4.1,,,3.96,,,,,,,,,,,4.4,,,,,,,2.8,,,,,,,,
235,G0400130104802,,3.57746478873,,,2.16666666667,,,,4.44444444444,,,,,,3.09523809524,,4.91666666667,,,5.0,4.24803149606,5.0,4.83333333333,,,,,4.24803149606,,3.33333333333,,,,2.6,,,,4.06474820144,,,,4.1881533101,,3.4,,,,,,3.31578947368,,,,,,2.94444444444,,4.0,3.875,,,4.06,,,,3.32558139535,4.31666666667,,4.71428571429,,,4.18791946309,,3.4,,4.91666666667,,,,4.71428571429,,5.0,,,,,,2.5,3.31578947368,,3.31578947368,2.16666666667,,1.0,1.0,,,,,,4.31666666667,,,,,2.8,,,,,,4.47826086957,,3.47368421053,4.47826086957,,,,,4.26615969582,,,3.66666666667,,,,4.83333333333,,,,3.66666666667,,3.66666666667,,,,,,,,2.16666666667,,3.875,4.16151685393,,,,,2.0,,,3.47058823529,,,,,,,,,,,,,4.02272727273,4.5,,5.0,,,,,3.32558139535,5.0,,4.16666666667,,,4.24803149606,,
236,G0400130104900,,,,,,2.90909090909,2.90909090909,4.16666666667,3.76666666667,,,,,5.0,3.88888888889,,,,,4.88888888889,3.76666666667,4.61904761905,,,,,,,,,,,,3.57142857143,,,,,,,,,,3.66666666667,,3.66666666667,4.66666666667,,,,,,,,,,3.66666666667,,,,,4.16666666667,,,,,3.0,5.0,,,4.16666666667,3.48571428571,,,,4.29411764706,,,2.875,,,4.66666666667,,,,4.29411764706,,,3.07142857143,,,3.9375,,,,,2.14285714286,,5.0,,,,,3.5,,3.0,,,,,,,,,,,,3.76666666667,,3.76666666667,,,,,,,,,,,,,3.85714285714,,,,,,4.16666666667,,2.14285714286,1.0,,3.61290322581,,3.0,,3.33333333333,,,,3.4347826087,,,4.29411764706,,,,,,,,,,,,5.0,,,,,,,,,,3.85714285714,,,,
237,G0400130105002,3.6875,4.15384615385,4.17100371747,4.0,,,,,,,,,,,,,,,,,4.14606741573,4.07407407407,,,,,,,,,,,,,,,,,,,,,,,,,4.03937007874,,,,,,,,4.76923076923,,4.0,,,,,4.13803680982,,,,3.6875,,,5.0,,4.0,,,,,,3.9,,,5.0,5.0,,,,4.76923076923,,4.2,,,,,3.13333333333,,4.13803680982,4.13803680982,,,,,3.36,,,,,,,4.13414634146,,4.03937007874,,,,3.6875,,,,,,,4.14606741573,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,3.99418604651,,,,,,,,3.72222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6875,
238,G0400130105003,,3.5,,,,,,,4.83333333333,,,,,,,,,,,,,4.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11111111111,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,2.11111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83333333333,4.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,G0400130105004,3.83333333333,3.95833333333,3.66176470588,3.07462686567,4.0,,,4.14285714286,3.68965517241,3.8578680203,,,,,,,,,,,3.81621621622,4.19512195122,,,,,,3.68553459119,,,4.1875,,,,4.0,,,,,4.16666666667,,,,4.1875,,,4.14482758621,,,,,,,,,,,,,,,3.69718309859,,4.66666666667,,3.5,,,3.95833333333,,,4.11538461538,,,,3.5625,,,4.16666666667,,5.0,5.0,,,5.0,3.75,,,,,,3.83333333333,,3.76050420168,3.76050420168,,,,,4.0625,,3.5,,,,4.0,,,5.0,,,3.3,,3.73708920188,,,,3.68965517241,3.66666666667,3.81621621622,,,,,,,,,,,,,,,4.0625,,,1.0,,2.90909090909,3.83333333333,,4.16666666667,3.72004889976,,,,,,,,3.85294117647,,,3.75,,,3.68644067797,,3.80203045685,,,,3.87301587302,,,,,,,,5.0,,,,3.6170212766,,,,3.83333333333,3.95833333333
240,G0400130105101,,4.4,,3.72440944882,,,,,5.0,,5.0,,,,5.0,,,4.0,3.80176211454,,3.77916666667,4.75,4.51063829787,,,,,,,3.78676470588,,,,5.0,,,2.89655172414,,5.0,,,,,,5.0,,,,5.0,,,,,,4.4375,,,,4.25,,,,,,,,3.08333333333,4.0,,,,4.55905511811,,,5.0,,4.4,,4.51063829787,,,,,,4.89024390244,,,,,3.33333333333,,3.33333333333,,,,,,,,3.94444444444,,3.33333333333,,,,4.41935483871,3.38461538462,,,5.0,,,,3.08333333333,,,,,,3.77916666667,1.88888888889,,,,,,,,5.0,5.0,,,5.0,,3.42727272727,,1.88888888889,5.0,,,,,,3.73707865169,,3.49514563107,,,,1.88888888889,,3.33333333333,4.75,,,4.8,,,,,,,,3.08333333333,,,,,,,,,,,,,,3.28571428571,,,
241,G0400130105102,,4.46907216495,,3.046875,3.33333333333,,,,4.6,,,,,,,,,2.28571428571,2.83018867925,,3.08474576271,4.31034482759,,,,,,3.90909090909,,,5.0,,,,,,,3.55,,,,3.90909090909,,,4.16666666667,,3.88888888889,5.0,4.16666666667,,,,,,,,,,,,,3.20689655172,,,,,,2.28571428571,4.60606060606,,,3.90909090909,,,4.16666666667,,,,,3.88888888889,,,,,4.16666666667,,,,,,,4.62711864407,,3.26785714286,3.26785714286,,,,,4.24418604651,,,,,,,,,,,,,,3.16386554622,,,,4.6,4.38775510204,3.203125,,,,,4.3986013986,,4.6,,,,,,3.8,,,4.75,,5.0,3.78947368421,,3.71428571429,,,3.33088235294,,3.90909090909,,,,,,,,,,,,3.08474576271,,,,,,,,,,,,5.0,,,,,,3.16386554622,3.8,,,,4.75
242,G0400130105103,,3.85714285714,,3.87755102041,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,3.43333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31818181818,4.31818181818,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,3.87755102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,G0400130105200,,3.921875,,,,,,,3.88888888889,,,1.0,4.66666666667,4.42857142857,3.95348837209,,,,4.8,,4.11111111111,,,,,,,,,2.66666666667,,,,,,2.85714285714,4.0,3.79032258065,,,,,,4.4,,,,,,,,,,4.0,,,,,,,,3.83333333333,,,,3.0,2.66666666667,,,,,4.6,,4.4,,,,,,,,,,,3.33333333333,,,,,,,3.38461538462,,,,5.0,,,,,,,,,,5.0,,,,,,,,3.81818181818,,,,,,4.11111111111,,,4.0,,,2.85714285714,,,,,,,,5.0,4.0,,,,4.0,,5.0,,,3.89256198347,,4.0,,,,,,3.08333333333,,,,,,4.28571428571,,,,,,,,3.125,,,,,,,3.0,,,3.87755102041,,,,,
244,G0400130105300,,5.0,4.06106870229,3.87741935484,,3.52941176471,3.52941176471,,3.9,,,,,4.64705882353,4.64705882353,,4.55,,2.73333333333,4.0,3.8976109215,3.4,,,,,,4.01324503311,,,,,,,1.91666666667,,,3.91666666667,,,,4.15454545455,,,,3.25,,,,3.61538461538,,,,,,4.25490196078,,,,,,,,,,3.61538461538,3.96078431373,,5.0,,,4.21538461538,,,,,,,,5.0,,4.0,4.0,,,,2.77777777778,,3.45833333333,,4.25,2.42857142857,3.33333333333,,,3.0,,,,,,,,1.5,3.96629213483,3.48275862069,,4.0,,,,,3.6,4.18644067797,4.21621621622,,,,3.0,3.8976109215,2.33333333333,,4.52173913043,,,,,,3.6875,3.6875,,,3.80952380952,,4.16666666667,,2.33333333333,,,,,,,3.92692307692,,3.93333333333,3.6,,4.55555555556,2.33333333333,,3.44680851064,,,,,,,,3.6,,,,,,,,,,,,,,,,,4.2,,3.9453125,3.6,5.0
245,G0400130105400,,3.5,,3.4,,,,,,,,,,3.0,3.89473684211,2.82352941176,4.0,,3.4,,4.0,4.42857142857,,,4.54545454545,,,2.82352941176,,,,,,,3.875,,,3.04347826087,,,,3.11111111111,5.0,,,,,2.82352941176,3.0,,,,3.33333333333,,,,2.8,,,,,4.0,,,,,,5.0,,,,3.6511627907,,,,,,3.73170731707,3.16666666667,,,,,,3.0,,3.2,,,,,4.1,,,4.0,,4.33333333333,,5.0,,,,,,,4.18181818182,,,,,,3.68421052632,,,3.5625,2.33333333333,,,4.42857142857,4.0,,,3.0,,3.5,4.0,,,,,,,,,3.8,,,,,,,,,3.48192771084,,,,,,,,2.8125,,,,,,,,,3.58536585366,,,,,,3.0,,,,4.0,,,,,,,3.84615384615,,,
246,G0400130105501,,4.09090909091,4.46894031669,3.81081081081,,,,,4.25,,,,4.6,4.6,4.77777777778,,3.25,,4.46894031669,,4.46153846154,4.0,,,,,,2.2,,3.53846153846,,,,,5.0,,,,5.0,,,,,,1.25,,,,1.25,2.8,,3.0,,4.2,,,,,4.8,,,2.82,,,,2.8,3.16666666667,,3.0,,,3.25,,,1.25,,,3.77777777778,,3.0,,,,,2.85714285714,,,,,,,5.0,,2.82,2.82,,,,,,4.01481481481,,,,,5.0,,,,,,3.77777777778,,3.16666666667,,,,,,4.46153846154,,,4.6,,,,,,,,,,5.0,,,,,,2.28571428571,4.52380952381,,,,4.33011583012,,,,,,,,4.0,,,,4.8,4.71428571429,4.2,,,4.01481481481,4.0,,,,,,,,,,,,4.0,,,5.0,,,,
247,G0400130105502,,,,,1.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,3.62068965517,,,,,,,3.53968253968,4.5,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,,,,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,1.42857142857,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,1.42857142857,,,3.46575342466,,2.90909090909,,,,,,,,,,2.46153846154,,,,,,,,,,,,,,,,,,,,,,,,,
248,G0400130105503,,2.9375,,2.93103448276,,,,,,,,,,,2.18181818182,,,,,4.125,,3.61538461538,,,,3.92792792793,,,,,,,,2.5,,,,3.69230769231,,,,,,2.8,,2.8,,,,,,,,,,,2.8,2.66666666667,,,,,,,,,,,2.9375,,,3.79545454545,,1.8,,,,,3.92307692308,2.9375,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.66666666667,,,,,4.0,,,2.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38613861386,,,,,,,,3.87931034483,,,,,,,,,,,,,,,,,,2.9375,,,,,,,,,,,
249,G0400130105601,,,,,,,,,,,,,,3.0,2.72727272727,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,4.5,2.57142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11111111111,3.14285714286,2.57142857143,,,,,,,,,,,,,,,3.14285714286,,,4.67857142857,,,,5.0,,,,,,,,,,4.66666666667,,,,,,,,,,,4.72727272727,,,,,,3.0,,,,,,,,,,,,,,,3.85714285714,,,,,,,,,,,,,,3.14285714286,,,5.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
250,G0400130105602,,2.33333333333,,,,,2.33333333333,,,,,,,,,,4.37142857143,3.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4693877551,,,,,,,,,,,,,,,,,,,,3.66666666667,2.33333333333,,,4.35779816514,,,,,,,3.0,2.33333333333,,,,,5.0,,,,,,,,3.66666666667,,,,4.0,,,,,,,,,2.33333333333,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44554455446,,4.4693877551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
