,GISJOIN,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
463,G0400130216829,,10.6302521008,8.27272727273,6.28282828283,,,,,,,,,,,,,,,,,8.65060240964,10.8571428571,,,,,,,,8.62585034014,6.15384615385,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,7.584,,,,,6.3829787234,,,,,,,,,6.19230769231,6.41304347826,,,,,,,,,,,,,,,6.25,9.68,8.09638554217,8.09638554217,,,,,5.67346938776,,,,,,,11.4285714286,,,,,,,,,,,,13.75,8.65060240964,,,,,12.7142857143,,,,,,,,,,6.19277108434,,,,,,,,,7.22972972973,,,,,,,,,,,,,,,,6.0593220339,,,,,,,,,,,,,,,,6.57142857143,,,6.57627118644,,
464,G0400130216830,7.33333333333,10.3092783505,8.00263852243,7.5503875969,7.14285714286,,,13.0,,7.55223880597,,,5.13888888889,6.0,6.02469135802,9.73529411765,7.66666666667,,8.67532467532,9.16666666667,9.02522522523,7.88698630137,7.75714285714,,,,,7.30769230769,8.4008097166,7.48042704626,,,,7.57894736842,,,3.0,6.51327433628,6.2380952381,,,5.25454545455,,7.72413793103,7.69444444444,5.0,7.73134328358,8.66060606061,7.46428571429,,14.5384615385,,,,7.83333333333,5.11111111111,6.625,,10.0769230769,,,8.93181818182,10.8,,,7.08695652174,7.15384615385,,10.414893617,10.4285714286,7.90909090909,8.5698630137,,,7.36363636364,7.50196078431,,8.84375,8.88,8.59375,11.25,8.59793814433,5.18181818182,6.11111111111,7.41011235955,11.0,,,8.33333333333,,7.0,6.73333333333,,8.4,8.4,10.3766233766,,5.41237113402,,10.5282051282,7.97872340426,8.86206896552,6.28571428571,3.75,,9.325,17.3333333333,6.91666666667,8.33333333333,10.0769230769,10.0,8.95238095238,6.375,7.04395604396,8.175,,,,6.84782608696,9.02522522523,,,6.11538461538,5.14285714286,,8.75,,6.45454545455,6.45454545455,5.85714285714,8.66666666667,,6.5,11.0,9.61160714286,,,3.5,,,6.625,,,8.15538236727,,7.53012048193,,,8.47058823529,3.0,,9.00930232558,6.16981132075,,13.3953488372,10.0769230769,6.0,8.45333333333,6.0,,7.97872340426,7.9,9.0,,6.26041666667,,5.1,,8.74358974359,7.0,,5.0,6.94736842105,,10.323943662,,5.82857142857,,13.1898734177,8.2,12.2
465,G0400130216831,,5.5,7.12422360248,9.14838709677,,,,,9.3,7.05,,,,,,,,,,,11.7070707071,7.53125,4.5,,,,,8.60547945205,,8.68263473054,,,,,,,,,,,9.3,6.72,3.66666666667,,,,,8.75714285714,,,,,,,,9.95,6.78947368421,3.71428571429,12.7777777778,,,,,,,4.8,6.26086956522,,6.15789473684,,,7.94155844156,4.25,,,,5.03703703704,,5.90909090909,6.15789473684,,7.53125,,,6.875,6.75,7.92,,4.25,,,6.97142857143,,,,,,,,10.6564885496,6.28571428571,,6.75,,,3.71428571429,,,,,,7.29010238908,,6.66438356164,7.29010238908,,,,,11.7070707071,,,,,,,,,,,11.875,,11.875,,10.6564885496,,,,,,5.0,5.0,,8.24730409777,,8.31578947368,,,,,,5.91176470588,,,6.75,13.5416666667,,,,,,,,,,,,,,4.0,,,4.8,,7.27476038339,,,,14.8965517241,,
466,G0400130216832,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,5.6,,8.75,,8.75,,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,G0400130216833,,12.3,7.33333333333,6.42307692308,14.3333333333,,,,,,,,,,7.0,,8.625,,,8.84615384615,6.42063492063,7.24137931034,7.67391304348,,,,,5.71153846154,,,,,,,,,,,,,,8.625,,6.5,,6.5,,,6.66666666667,,,,,,,,6.5,,,,,5.0,,,,,,,12.3,7.67391304348,7.67391304348,7.97530864198,,7.0,6.66666666667,,,,7.64583333333,12.3,5.375,,,,6.0,,,,,,,9.72727272727,,,,5.0,9.29411764706,,,6.47058823529,9.63636363636,9.09090909091,,,,6.40740740741,,,,,,,,,,,,,5.375,6.42063492063,7.77777777778,,,,,5.0,,,7.42307692308,7.42307692308,7.42307692308,,7.42307692308,,,,,5.0,,,14.3333333333,,,6.65467625899,,,,,,7.77777777778,,7.76923076923,,,,,,6.42307692308,,,,,,,,,,,,12.3,,,,,,,,,6.41666666667,,
468,G0400130216834,,17.21875,7.84013605442,6.67661691542,,,,,,6.48275862069,,,,,,,6.95652173913,,,,7.97959183673,13.5185185185,,,,,,,,7.02150537634,,,,,,,,6.48275862069,,,,7.73626373626,,,8.33333333333,,16.1388888889,,8.33333333333,,7.88983050847,,,,,,,,,,,9.55172413793,,,,10.0,,,17.21875,,,9.90298507463,,,8.33333333333,8.6125,,,19.0810810811,17.21875,,8.27777777778,,,8.33333333333,14.2272727273,,,,,,,,9.55172413793,7.0796460177,,,,,9.68791946309,,,,,,,,,7.5,,,7.296875,,5.0,,,,,,7.97959183673,,,,,,,,,,,7.33333333333,,7.33333333333,,11.6690647482,,,,,,,,,8.11170688114,,8.3,7.94117647059,,,,,12.1111111111,8.27777777778,,14.2272727273,,,,,,,,,,6.7,,,,,,,,,,,,,,11.1621621622,10.0,
469,G0400130216835,7.5,12.9166666667,8.17391304348,8.05095541401,5.36363636364,,,,,,,,,,,,7.46341463415,,,,8.15094339623,9.0,,,,,,,,8.41025641026,,,,,,,,,,,,8.94,,,,,7.42857142857,,9.0,,7.59090909091,,,,,,,,,,,5.27272727273,,,,9.54838709677,,,22.375,,,8.18983050847,10.3333333333,,9.0,,5.35,,,,10.2790697674,,,,9.94117647059,,,,10.3333333333,,10.3333333333,5.36363636364,,5.27272727273,5.27272727273,,,,,6.80172413793,11.4090909091,7.5,7.70588235294,,,,,,7.42857142857,,,,,7.85185185185,,,,,10.2790697674,8.15094339623,,,,,,,,,,,7.5,,7.5,,6.80172413793,,,10.75,,,5.36363636364,,,9.19336099585,,,9.57055961071,,,,10.04,9.61764705882,9.0,,,,10.04,,10.04,9.21164772727,9.88085106383,,,,,,,,,,,,,,,,,,8.15094339623,,
470,G0400130216836,,11.6666666667,,,,,,,7.0,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,5.8,,,,6.7,,,5.05,5.0,,,,,,,,,,,7.5,,,,,,,,,,,,,6.7,,,,,,,6.7,,,,,,9.0,,,,,,,4.33333333333,,,11.6666666667,,,,,,,,,,,,,,5.05,,,,,,,,,,3.125,,,,,,,,7.0,,,,,,,,,,,,,,,,5.8,5.0,,,,,,,,7.0,,,,7.0,,,,,,5.05,,,,,,,,,11.6666666667,,,,,,,,,,
471,G0400130216837,,5.34615384615,,5.92307692308,4.0,,7.52380952381,,,9.25423728814,4.83333333333,4.83333333333,,,5.7037037037,,,,,,7.23626373626,5.92660550459,,,,5.0,,5.53333333333,,3.69230769231,14.2,,,4.83333333333,,,5.25,9.25423728814,,,,7.42857142857,,8.88888888889,5.0,3.4,,,5.0,4.0,5.75,,13.8333333333,,,8.3,3.4,4.33333333333,,,,5.0,7.19444444444,6.8,,4.0,5.95238095238,,5.34615384615,,,6.65346534653,,5.5,5.0,,,14.2,8.48648648649,5.34615384615,7.19444444444,6.0625,,5.2,5.64285714286,,7.52380952381,,5.2,,,5.65909090909,,,5.0,,5.16216216216,,,6.65193370166,,4.0,,,,6.73913043478,,,5.76470588235,,,10.369047619,,7.73026315789,10.369047619,4.6,,,6.12727272727,7.23626373626,5.8,,9.0,6.8,,,,,8.0,8.0,,,6.14285714286,,6.83255813953,,5.8,4.6,,5.92307692308,4.0,,,7.5035046729,,4.5,7.59440559441,,7.63636363636,5.8,,6.26315789474,,,,,,,,,,,,9.88888888889,6.08771929825,,,,,5.34615384615,5.0,,,,,,5.11111111111,,,,
472,G0400130216838,,10.0,,,3.83333333333,,,17.6,,,,,,,,,,,,,,7.66666666667,,,,,,,,7.2962962963,,,,,,,,,5.0,,,7.95238095238,,,11.2,,,,11.2,,,,,,5.8,,,,,,,13.0,,5.28571428571,5.8,2.75,,,10.0,,17.6,10.1206896552,,,11.2,,,,,10.0,,,,,8.03703703704,,,,,,,5.25,,,,,7.92307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8333333333,,,,,,,51.6666666667,3.66666666667,,,,,,,5.25,5.0,,7.2962962963,,,,,,,,8.5,7.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
473,G0400130216839,,,,,,,,,,,,,,,5.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66666666667,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,5.66666666667,,5.66666666667,,,,,,,,,,,,,,,,,,,,,,,,,,8.69333333333,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69333333333,,,,,,,,,8.69333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,G0400130216840,,,,8.25714285714,,,,,,,,,,,4.66666666667,,,,,,,6.54054054054,,,,,,8.49206349206,,,8.78571428571,,,,,,,8.50724637681,,,,5.0,,,5.42857142857,,6.47619047619,5.97530864198,5.42857142857,,,,,,4.33333333333,,,,,,,,,,4.33333333333,,,,,,3.625,6.87272727273,,4.66666666667,5.42857142857,,,6.48571428571,7.39534883721,,6.875,5.66666666667,,7.33333333333,6.04347826087,,5.0,,6.375,,,5.0,,,,,,,,6.79279279279,10.1475409836,,,,,,,,6.84210526316,,,6.48571428571,,6.30633802817,,,,,7.42857142857,,,5.14285714286,,5.9,,,,12.0769230769,,12.0769230769,,,12.0769230769,,7.22857142857,,,12.1,,,,,,7.09801136364,,,,,,,,5.63333333333,,,,,6.33333333333,,,,10.1475409836,,,,,,,6.33333333333,,,,,,,,,12.0769230769,,,,
475,G0400130216841,,6.48148148148,7.35329341317,7.8125,,,,,,,,,7.5,7.69230769231,5.859375,,14.6666666667,,,,5.776,8.14814814815,,,7.5,,,,,,,,,5.42553191489,,,,,,,,7.89719626168,,,7.14285714286,,,,7.14285714286,,,,,,10.1428571429,,,3.0,,,,,,,11.0,,,,6.11111111111,,,8.08181818182,,,7.14285714286,,7.33333333333,,,6.53846153846,11.2857142857,,,,8.625,,,,,,,10.0,,,,,,,,9.5,,,,,,3.5,,,,,,,,,,,,,7.68085106383,5.776,,,5.0,,7.0,,,6.78260869565,,6.78260869565,8.11111111111,,8.89795918367,,7.2,,,6.66666666667,8.13333333333,,,,,6.90068493151,,,,,3.57142857143,,,,,,,,,,,,,,,,5.41463414634,,,,,6.53846153846,,,,,,,9.42857142857,,,,5.0
476,G0400130216842,,6.17647058824,11.4545454545,6.275,,,,,,4.81081081081,,,,,5.07692307692,,,,,5.33333333333,,6.16129032258,,,,,,6.11764705882,,6.275,4.1875,,,,,,6.275,4.81081081081,6.0,,,6.11764705882,,,,,,,7.0,,,,,,6.76470588235,,,,,,,,,4.0,,8.0,6.4,5.0,,,,6.4,,,7.0,4.81081081081,6.17647058824,,,,,,,,6.72727272727,,,,,,,5.0,,,,,6.16666666667,,,,,8.0,6.16666666667,,,,,,8.33333333333,8.33333333333,4.0,,,6.4,,,,,4.27272727273,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,6.40510948905,,8.11428571429,,,,,,6.0,,,8.2,,,,,,,4.0,,,,,5.07692307692,,,,,,,,,,,,,8.0,
477,G0400130216843,,20.4285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,10.5135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,10.5135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5135135135,,,,,
478,G0400130216844,5.0,7.66666666667,6.15420560748,6.09677419355,3.66666666667,,,,,5.66666666667,,,,,,,,17.0,,,7.42307692308,8.84269662921,,,,,,6.48148148148,,5.71590909091,,,,,,,,,,,,6.0,,,,,16.2,6.52631578947,,,,,,,,6.33333333333,10.6296296296,,,,,,4.93333333333,4.85714285714,,7.4,7.5,17.0,7.66666666667,,,8.2131147541,,,,,,,9.44117647059,,16.2,9.21568627451,,,4.85714285714,,,,12.6666666667,5.1,,4.2,,,2.33333333333,,7.5,,,6.39449541284,,,,,5.0,3.66666666667,7.3,9.47916666667,16.2,,,,,6.85294117647,,,,,9.0,7.42307692308,3.66666666667,,,4.85714285714,,,,3.66666666667,,3.66666666667,,,3.66666666667,,5.76036866359,,3.66666666667,,,7.57894736842,3.66666666667,,,6.50568181818,,3.33333333333,,,,3.66666666667,,9.21276595745,16.2,,,,,7.57894736842,,5.29317269076,6.98591549296,,,,,,,,,,,,,,,,3.66666666667,,7.59090909091,7.4,9.0
479,G0400130216845,,8.98701298701,5.76086956522,5.87671232877,8.11111111111,,,,12.6666666667,,,,,16.25,16.25,8.15384615385,10.9102564103,,,,6.15625,8.9880952381,13.375,5.0,,,,5.10526315789,,8.19254658385,,16.25,,,,,,,,,,,,,4.8,,10.390625,,6.5652173913,,10.9102564103,,,,7.27906976744,,,,3.66666666667,,,7.47530864198,,5.0,7.8,,,,10.3076923077,,,9.89140271493,7.6,,5.44444444444,,8.73684210526,,,10.3076923077,5.57142857143,,,,6.63333333333,,,,7.6,,,6.44444444444,,7.47530864198,6.92518703242,,,,,5.63157894737,,,6.60377358491,,10.4545454545,3.0,8.33333333333,5.0,10.390625,,10.1428571429,,,5.93,,4.33333333333,,,3.0,6.15625,,,,5.0,8.57142857143,,16.6666666667,,,,,,,,5.0,,3.0,3.46666666667,,,7.0,5.0,,6.56110381078,,5.10526315789,6.89855072464,,,3.0,,5.33333333333,,,6.60377358491,,5.0,4.56756756757,,8.19254658385,5.91304347826,,,,,,,,,,,,,,5.10526315789,,,,,,
480,G0400130216846,,7.41104294479,8.14516129032,7.12195121951,7.0,,,7.23076923077,7.0625,,11.0,,,,8.18727915194,,,,8.39846743295,,22.5,5.69565217391,,6.0,,,,5.93167701863,,6.53846153846,,,,8.30111524164,,5.33333333333,5.33333333333,,7.25,,,5.29411764706,,,5.0,,5.5,,10.0,,,,,,8.40625,4.75,,,10.8787878788,,,9.10526315789,,,,3.0,10.3333333333,,7.28915662651,,,9.10256410256,10.5833333333,3.55555555556,10.0,,,,11.5294117647,7.375,,5.5,,,8.25925925926,,5.72727272727,,9.5,,18.5,12.0987654321,,,7.83333333333,,5.29411764706,,,,6.390625,,13.8,9.0,,6.42857142857,22.5,,6.66666666667,,8.0,,3.0,,,,,,5.57142857143,22.5,6.75,,,7.6,11.0909090909,10.8461538462,,,,,8.66666666667,,8.66666666667,,7.0652173913,6.66666666667,6.75,6.0,11.6666666667,,13.7647058824,,,7.25897035881,,10.3333333333,6.53846153846,,,6.75,,7.7027027027,,,,12.1224489796,6.0,,,,6.390625,,,,,,,,,6.8,,,,,,,,,,,6.66666666667
481,G0400130216847,,12.1904761905,8.86784140969,2.66666666667,8.66666666667,,5.33333333333,,9.35714285714,,,,,,,,,,,,8.26635514019,7.89814814815,,6.0,,,,9.27044025157,,5.7696969697,6.375,,,,,,,,,5.55555555556,,,,,3.0,7.94117647059,8.0,,4.77777777778,,,,,,,,7.9,4.66666666667,,5.33333333333,,14.7619047619,,7.0,,6.77419354839,3.0,,9.91891891892,,,9.11111111111,,,3.0,,29.0,,9.11111111111,6.625,5.25,8.0,,,5.7619047619,,,,7.66666666667,,7.66666666667,6.45454545455,,15.625,15.625,,,,,4.71428571429,10.5714285714,,,,,6.55172413793,7.19230769231,,,,,,,5.6,,,,,8.76666666667,8.26635514019,,,,7.0,,,,,,,,,5.9,,6.84496124031,,,,,,7.2,,5.55555555556,7.81926121372,,9.27044025157,10.8095238095,,,,,7.13888888889,,,,,7.0,9.52941176471,8.0,8.0564516129,10.5714285714,7.94117647059,,,,,,,,6.625,,,,,,14.2307692308,5.9,,7.34453781513,6.53846153846,
482,G0400130216848,,15.4411764706,,,,,,,,,,,,,,,10.7142857143,,,,,5.15789473684,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,10.7142857143,,,,,,,4.4,,,,4.2,,,,,,,,,,10.7142857143,,,,,,,,,,5.15789473684,5.15789473684,,16.08,,,,,,,13.875,,4.2,4.2,,,,,4.125,,,,,,4.4,,5.15789473684,,,16.08,,,,,,,,,,,,,,,,,8.0,,8.0,,,6.89473684211,,,,,,,,,,13.0,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,
483,G0400130216849,,7.5652173913,7.27777777778,,,,,,,,,,,,,,,,,,,,,,,,,7.27777777778,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,14.625,,,6.91304347826,,,,,,,,,,,,,,,5.48275862069,,,,,,,,5.0,,,,,,,,,,12.6833333333,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91304347826,,,,,
484,G0400130216850,4.33333333333,6.28,,7.13333333333,2.875,,,,,6.2183908046,,,,,4.0,3.94444444444,5.72916666667,7.71428571429,6.02702702703,6.0,,8.06730769231,,5.93333333333,,,,,,10.078125,,,,,,,,6.35483870968,7.82608695652,,,7.96666666667,,,,,,6.05714285714,8.0,9.70833333333,5.72916666667,,11.125,,4.95,,8.38235294118,9.10526315789,6.66666666667,10.8333333333,,,,5.6,,9.39215686275,7.8125,7.71428571429,,,,8.25949367089,,4.0,10.4,,,,7.75,,,7.13636363636,,,7.51612903226,5.0,,10.8333333333,,,,4.91176470588,,,,,20.5238095238,,,5.93548387097,6.45384615385,,7.04,,,7.85106382979,,7.45454545455,7.63157894737,,3.16666666667,,,7.72727272727,,10.8333333333,,,6.77272727273,,,,,5.25,6.28,,,54.7272727273,,54.7272727273,,,54.7272727273,,5.93548387097,,,,,,4.91176470588,5.0,,7.67324561404,9.08,7.48051948052,,,,7.0,4.33333333333,7.84466019417,,,5.0,6.66666666667,5.78787878788,,4.33333333333,,6.4347826087,9.30769230769,,7.72727272727,,,,,,,,,,,,,,,,11.125,
485,G0400130216851,8.33333333333,14.5063291139,6.0,4.375,,,,,,,,,,,,,,4.33333333333,,6.0,8.1875,9.51219512195,7.16,,,,,,,4.375,,,,,5.0,,3.6,6.0,,7.875,,4.8,,,,,10.3235294118,,4.66666666667,,,,,,,,6.33333333333,5.66666666667,,,,6.7,,,,6.57142857143,5.0,4.33333333333,11.1481481481,3.5,3.5,6.48571428571,6.66666666667,,,,,,7.16,11.1481481481,,5.0,5.0,,4.83333333333,,,,6.66666666667,,,4.5,,,7.5,5.0,,7.32653061224,,6.81052631579,,,,,,5.17391304348,,,,,,,,,,,,,,8.1875,,,,,,12.6666666667,,,,,,,,,7.36,,,,,,4.33333333333,4.33333333333,7.875,7.45208333333,,4.125,,,,,,6.0,,,,,,,,8.16766467066,,,,,,,,,,,7.5,,6.46666666667,,,,,,8.1875,8.33333333333,
486,G0400130216852,,,,,5.16666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,G0400130216853,,7.09433962264,5.84507042254,6.4953271028,5.66666666667,,,,,6.25,,,,5.375,6.23333333333,,9.53333333333,5.83333333333,,,6.4953271028,7.47709923664,,,,,,11.0655737705,,5.53846153846,9.0,,,,1.4,,,8.09090909091,7.41666666667,,,4.89285714286,,6.85714285714,,6.85714285714,8.828125,,,,7.48913043478,,,,,,6.25806451613,8.11111111111,6.0,,,5.0,8.75,6.25,,,6.93421052632,6.5,7.09433962264,5.33333333333,5.33333333333,7.82824427481,,,,,,,9.54651162791,8.04545454545,8.34545454545,7.45161290323,,,7.18181818182,8.7012987013,,,19.8571428571,,,4.9,,,,,7.50485436893,,6.9,12.7076923077,,4.625,9.0,8.33333333333,,7.04761904762,,,8.75,,,5.84507042254,,6.91954022989,,,4.0,,6.38613861386,6.4953271028,23.25,,6.23333333333,,,5.0,,12.5625,,12.5625,,,12.5625,,10.5301204819,,23.25,2.45454545455,,,5.66666666667,,,8.27600554785,11.0655737705,10.5443037975,,,4.6,23.25,,7.64912280702,7.5,,8.7012987013,,,6.4953271028,,,,5.68421052632,,,,,5.375,,,8.04545454545,,,,,5.84507042254,,8.76923076923,,,,6.41935483871
488,G0400130216901,13.3333333333,8.50617283951,6.80576923077,7.83027522936,3.14285714286,,,2.0,9.62790697674,11.0970149254,,,,7.75862068966,7.75862068966,6.37037037037,9.62295081967,7.88888888889,,,9.98192771084,7.65843621399,9.62637362637,,,,,8.41232227488,,,7.34090909091,,,,,8.3,,11.0970149254,6.35714285714,,,4.55555555556,,7.0,9.14285714286,7.0,7.99180327869,,6.91666666667,,20.7777777778,42.0,,,,,7.0,4.5,,,,5.78289473684,,5.0,,8.78531073446,,7.88888888889,3.66666666667,,,9.30769230769,11.25,7.75862068966,9.8,7.0,4.16666666667,,10.3741007194,,10.0277777778,7.82242990654,4.5,,6.36842105263,,,,11.0,,10.25,3.14285714286,,5.60447761194,5.60447761194,,8.9756097561,,,12.3537190083,12.7777777778,11.2857142857,7.04081632653,,16.0,4.5,14.2777777778,5.0,7.32,,,,9.85714285714,7.0218579235,,,,,7.46666666667,9.98192771084,,,,5.0,9.62790697674,,,,,,7.85714285714,,7.85714285714,5.625,13.7146666667,,,5.625,,,3.14285714286,,,9.14595808383,,8.68421052632,8.62945368171,,,,,8.64734299517,7.14634146341,,14.2105263158,,4.55,,4.55,8.26122931442,7.71875,,,,10.9496402878,,,,4.0,,,,9.86206896552,,6.90833333333,5.32203389831,,10.1530054645,10.0344827586,9.76991150442,3.66666666667
489,G0400130216902,,8.0,7.0,,11.2222222222,,,,,,,,,5.3,5.3,,7.875,,,,9.28985507246,5.05263157895,7.8125,,,,,8.64556962025,,7.8125,,,,,2.75,,3.83333333333,7.20588235294,,,,,,,,,,8.64556962025,,8.33333333333,,,,11.0,,,,,7.0,,,3.33333333333,,,,10.3,12.1428571429,,10.1428571429,3.66666666667,3.66666666667,7.7,,5.3,,,,,6.7,10.1428571429,,,,,,,5.09090909091,,4.6,3.66666666667,2.66666666667,6.21621621622,10.1976744186,3.16666666667,5.63636363636,,,,,8.63725490196,8.38636363636,10.0,,,,6.04545454545,,,,,,,,5.91836734694,,,,,5.05263157895,9.28985507246,7.5,,,,,,,10.4,10.6451612903,10.0571428571,5.5,,9.15714285714,,9.30545454545,3.16666666667,7.5,18.0,,,11.2222222222,,,8.41888297872,,9.37078651685,,,,7.5,,8.04545454545,,,,,8.5,,8.5,,8.38636363636,,,,7.20588235294,,,,,,,,,,,,8.25714285714,,9.06557377049,12.2,
490,G0400130217001,,6.46666666667,11.0,8.64864864865,,,,,13.2,,,,,,,7.7,,,,,14.1212121212,5.11764705882,,,,,,8.95909090909,,,,,,,,,5.81818181818,,,,,,11.4777777778,,6.81818181818,,,7.7,6.81818181818,,,11.4636363636,,,,,5.06666666667,3.0,,3.0,,8.1724137931,,3.5,,,13.1666666667,,6.46666666667,,,6.12,,,6.81818181818,,,,5.06666666667,,,6.58333333333,,,5.46428571429,,,,8.0,,,11.1212121212,,6.07746478873,6.07746478873,,,,,,,6.0,,6.5,,7.0,19.7428571429,,4.625,4.625,,,,6.38317757009,,,,,4.14285714286,14.1212121212,9.4,,,3.5,,,,,,,,,5.8,,5.81818181818,,9.4,,,,,,,9.85,,8.41176470588,,,,9.4,,5.7962962963,,,,,,7.77419354839,,,,,,,,,,,,,,,,,,11.4777777778,5.8,,,,6.46666666667
491,G0400130217002,,14.2785714286,,,,,,11.0476190476,,,,,,,,,,,9.40206185567,,,8.58333333333,,7.18181818182,,,,,,,,,,,,,9.625,,,,,7.13043478261,,10.7142857143,,10.7142857143,,9.93693693694,,,,,,,,,10.7142857143,,,,,11.0476190476,,,,,3.83333333333,,,,,7.24683544304,,,,,,,6.61538461538,,,,,5.76923076923,6.5,,,,5.76923076923,,,,,,,,,,,9.93693693694,,9.57142857143,7.13043478261,,,,,,12.8,,,,,,,,,,5.125,,,,,,14.8837209302,11.0476190476,,,,,,,,,,,,5.9375,,,,,,9.52336448598,,9.88148148148,,,,,,8.94915254237,12.8,,,,7.18181818182,,,,,,,,,,,,,,,,,,,,,,,,
492,G0400130217101,,15.0526315789,,,7.33333333333,,,,,,,,,,15.6666666667,,,,,,,4.83333333333,,,,,,,,,,,,,,,,,4.83333333333,,,,,,,,,,,,,,,,,,,,6.41666666667,,,,,,,,5.625,7.5,15.0526315789,,,,,15.6666666667,,,,,,15.0526315789,,,,23.2,4.83333333333,,,,23.2,,,17.25,,,11.4705882353,,,,7.5,,,,,,,,,,4.83333333333,,,,,,,,,,,,,,,,,,,9.55555555556,8.76470588235,9.55555555556,,,9.55555555556,,4.14285714286,,,,,,7.33333333333,,,5.35135135135,,,,,,,,8.81944444444,,,,7.16666666667,,,,,,,,,,,,,,,11.4705882353,,,,,,,,,,
