,GISJOIN,TotalReviews,Accessories,Active Life,American (New),American (Traditional),Apartments,Appliances,Appliances & Repair,Arts & Crafts,Arts & Entertainment,Asian Fusion,Auto Detailing,Auto Glass Services,Auto Parts & Supplies,Auto Repair,Automotive,Bagels,Bakeries,Banks & Credit Unions,Barbeque,Barbers,Bars,Beauty & Spas,"Beer, Wine & Spirits",Bikes,Body Shops,"Books, Mags, Music & Video",Bookstores,Breakfast & Brunch,Buffets,Burgers,Cafes,Car Dealers,Car Rental,Car Wash,Carpet Cleaning,Caterers,Chicken Wings,Chinese,Chiropractors,Churches,Cinema,Coffee & Tea,Contractors,Convenience Stores,Cosmetic Dentists,Cosmetics & Beauty Supply,Day Spas,Delis,Dentists,Department Stores,Desserts,Diners,Discount Store,Dive Bars,Doctors,Donuts,Drugstores,Dry Cleaning & Laundry,Education,Electronics,Ethnic Food,Event Planning & Services,Eyelash Service,Eyewear & Opticians,Family Practice,Fashion,Fast Food,Financial Services,Fitness & Instruction,Florists,Flowers & Gifts,Food,Furniture Stores,Gas & Service Stations,General Dentistry,Gluten-Free,Golf,Greek,Grocery,Gyms,Hair Removal,Hair Salons,Hair Stylists,Hardware Stores,Health & Medical,Health Markets,Heating & Air Conditioning/HVAC,Hobby Shops,Home & Garden,Home Cleaning,Home Decor,Home Services,Hot Dogs,Hotels,Hotels & Travel,IT Services & Computer Repair,Ice Cream & Frozen Yogurt,Indian,Insurance,Italian,Japanese,Jewelry,Juice Bars & Smoothies,Landscaping,Latin American,Local Services,Lounges,Makeup Artists,Massage,Massage Therapy,Medical Centers,Mediterranean,Men's Clothing,Mexican,Middle Eastern,Mobile Phones,Movers,Music Venues,Nail Salons,Nightlife,Notaries,Nurseries & Gardening,Oil Change Stations,Optometrists,Parks,Party & Event Planning,Performing Arts,Pet Boarding/Pet Sitting,Pet Groomers,Pet Services,Pet Stores,Pet Training,Pets,Photographers,Pizza,Plumbing,Printing Services,Professional Services,Public Services & Government,Pubs,Real Estate,Real Estate Services,Religious Organizations,Restaurants,Salad,Sandwiches,Seafood,Self Storage,Sewing & Alterations,Shipping Centers,Shoe Stores,Shopping,Skin Care,Southern,Specialty Food,Specialty Schools,Sporting Goods,Sports Bars,Sports Wear,Steakhouses,Sushi Bars,Tanning,Tattoo,Tex-Mex,Thai,Thrift Stores,Tires,Tobacco Shops,Toy Stores,Trainers,Transportation,Urgent Care,"Used, Vintage & Consignment",Vape Shops,Vegetarian,Venues & Event Spaces,Veterinarians,Vietnamese,Wine Bars,Women's Clothing,Yoga
283,G0400130107900,1982,0.00050454086781,0.00302724520686,0.00302724520686,0.00050454086781,0.00050454086781,,,,0.00050454086781,,,,,,,,,0.00050454086781,,,0.00151362260343,0.00252270433905,,,,,,0.00151362260343,,,,,,,,,,,,,,,,,,,0.00100908173562,,,,,,,,0.00302724520686,,,,,,,0.00252270433905,,,0.00100908173562,0.00050454086781,,0.00050454086781,0.00151362260343,0.00050454086781,0.00151362260343,0.00050454086781,,,,,0.00050454086781,,0.00050454086781,0.00100908173562,0.00100908173562,,,,0.00302724520686,,,,,,,0.00151362260343,,0.00201816347124,0.00201816347124,,,,,0.00100908173562,,,,,,,0.00050454086781,,,,,0.00050454086781,,0.00050454086781,,,,,,0.00201816347124,,,,,0.00050454086781,0.00050454086781,,,,,,,,,0.00050454086781,,,0.00050454086781,0.00050454086781,,0.00151362260343,,0.00050454086781,0.00756811301715,0.00050454086781,0.00050454086781,0.00050454086781,,,,,0.00201816347124,0.00100908173562,,,,,,,0.00151362260343,,,,,,,,0.00050454086781,,0.00050454086781,,,,,,,,,0.00100908173562,0.00050454086781,
284,G0400130108000,219,,0.00456621004566,,,,,,,,,,,,,,,,,,,,0.00456621004566,,,,,,,,,,,,,0.00456621004566,,,,,,,,0.00456621004566,,,,,,,,,,,,,,,,,,,0.013698630137,0.00456621004566,,,,,,0.00456621004566,,,0.00456621004566,,,,,,,,,,,,,0.00456621004566,,,,,0.00913242009132,,0.0228310502283,,,,,,,,,,,,,,0.00913242009132,,0.00456621004566,,,,,,,,,,,,,,,,,,,,0.00456621004566,,0.00456621004566,,0.00456621004566,0.00913242009132,0.013698630137,,,,0.00913242009132,,,0.00456621004566,,,0.00456621004566,,0.00456621004566,,,,,,,,,,,,,,,,,,,,,,,,0.00456621004566,,,,,,,,,,,
285,G0400130108100,637,,,0.00156985871272,0.00156985871272,,,,,,,,,,,,,,,,,,,,,,,,0.00156985871272,,,,,,,,,,,,,,0.00156985871272,,,,,,,0.00156985871272,,,,,,,,,,,,,0.00156985871272,,,,0.00156985871272,,,,,,0.00156985871272,,,0.00156985871272,,,,,,,,,,0.00156985871272,,,,0.00156985871272,,,,,,,,,,,0.00156985871272,,,,,,,,,,,,,,,,,,,,,,0.00156985871272,,,,0.00156985871272,,,,,,,,,,,,0.00156985871272,,,,,,0.00784929356358,,0.00156985871272,,,,,0.00156985871272,0.00470957613815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,G0400130108200,2614,,0.00114766641163,0.000765110941086,0.000382555470543,0.000765110941086,,,,,0.000382555470543,0.000382555470543,,,,0.000382555470543,,0.00114766641163,,,,0.000765110941086,0.00153022188217,,,,,,0.000765110941086,,,,,,0.000382555470543,,,,0.000382555470543,0.000765110941086,,,0.000765110941086,,0.000382555470543,0.00114766641163,0.000382555470543,0.000382555470543,,0.00114766641163,,0.00114766641163,,,0.000382555470543,0.000765110941086,,0.000382555470543,,0.000382555470543,,,0.000765110941086,,0.000382555470543,,0.000765110941086,0.000765110941086,0.000382555470543,0.00114766641163,0.000382555470543,0.000382555470543,0.00497322111706,,,0.000765110941086,0.000382555470543,,0.000765110941086,0.000382555470543,0.000382555470543,,0.000382555470543,,,0.00344299923489,,,,,,,0.00114766641163,0.000382555470543,,,,0.00114766641163,,,0.000382555470543,,,0.00114766641163,0.000382555470543,0.000382555470543,0.000382555470543,0.000382555470543,,,,0.000382555470543,0.000765110941086,,0.00153022188217,,,,,0.00114766641163,0.000765110941086,0.000382555470543,,,0.000382555470543,,,,,,0.000382555470543,,,0.000765110941086,0.000382555470543,0.000765110941086,,0.000382555470543,0.000382555470543,,,0.000765110941086,,,0.00765110941086,0.000382555470543,0.00229533282326,0.000382555470543,,,0.000382555470543,0.000382555470543,0.00191277735272,,,,0.000382555470543,0.000382555470543,,0.000382555470543,,,,,,,,,,,,,0.000765110941086,,,0.000765110941086,,0.000382555470543,,,0.000382555470543,
287,G0400130108301,2535,0.000394477317554,0.00118343195266,0.00197238658777,0.000788954635108,,,,,0.000394477317554,,,,,,,,0.000788954635108,,,,0.00118343195266,0.00355029585799,0.000394477317554,,,,,0.000788954635108,,,,,,,,0.000394477317554,,,,,,,0.000394477317554,0.000394477317554,0.000394477317554,,,,0.00118343195266,,0.000394477317554,,,,0.00118343195266,,,0.00118343195266,,,,0.000788954635108,,,,0.000788954635108,,,0.000788954635108,,,0.00315581854043,,,0.000788954635108,,0.000394477317554,,0.000394477317554,0.000394477317554,0.000394477317554,0.00157790927022,0.00118343195266,,0.00197238658777,,,,,,,0.00236686390533,,,,,0.000788954635108,,,0.000788954635108,,0.000394477317554,0.000394477317554,,,0.00197238658777,,0.000394477317554,0.000394477317554,,0.000394477317554,,,0.000394477317554,,,,,0.000394477317554,0.00118343195266,0.000788954635108,,,,,,,,,0.000394477317554,,0.000394477317554,0.000788954635108,,0.000788954635108,0.000788954635108,0.000394477317554,,,,0.000394477317554,0.000394477317554,,0.00552268244576,,0.000394477317554,,,,0.000394477317554,0.000394477317554,0.00157790927022,0.000788954635108,,,,0.000394477317554,,,,,0.000788954635108,,,,,,,,0.000394477317554,,0.000394477317554,,,,0.000788954635108,0.000394477317554,,,0.000394477317554,0.000394477317554
288,G0400130108302,3557,,0.00168681473152,0.000281135788586,,0.000281135788586,,,0.000281135788586,,,,,,0.000281135788586,0.000562271577172,,0.000843407365758,,,,0.000843407365758,0.00140567894293,,0.000281135788586,,0.000281135788586,,0.000843407365758,,0.000562271577172,0.000281135788586,,,,,,0.000281135788586,0.000281135788586,0.000562271577172,,,0.000281135788586,,,,,,,0.000843407365758,,0.000843407365758,,,,0.000562271577172,0.000281135788586,,,,,,0.000281135788586,,,,0.000562271577172,0.000281135788586,,0.00140567894293,,0.000281135788586,0.00281135788586,,,0.000562271577172,,,,0.000281135788586,0.000281135788586,,0.000562271577172,,,0.0019679505201,,,,,,,0.000281135788586,0.000281135788586,,,,0.000281135788586,,,0.000281135788586,,0.000281135788586,0.000562271577172,,,0.000281135788586,0.000281135788586,,0.000281135788586,0.000281135788586,,,,0.000843407365758,,,,,0.000281135788586,0.000843407365758,,,0.000281135788586,,,,,,,,,,0.000281135788586,,0.000843407365758,,,,,,0.000281135788586,,,0.0039359010402,,0.000843407365758,,,,,,0.00224908630869,,,,,0.000281135788586,0.000281135788586,,,0.000281135788586,0.000281135788586,,,,0.000281135788586,,0.000281135788586,,0.000843407365758,,,0.000281135788586,0.000281135788586,,,0.000281135788586,,0.000562271577172,0.000562271577172,0.000843407365758
289,G0400130108400,2826,,0.000353857041755,0.00106157112527,0.00176928520878,,,,,0.000353857041755,,,,,0.000353857041755,0.00141542816702,,0.000353857041755,,0.000353857041755,0.000353857041755,0.00176928520878,0.0031847133758,,,,,,0.00070771408351,,,,,0.000353857041755,,,0.000353857041755,,0.000353857041755,0.00106157112527,,0.000353857041755,0.00070771408351,,0.000353857041755,0.00106157112527,0.000353857041755,0.000353857041755,0.00070771408351,0.00141542816702,,,,,,0.00460014154282,,0.000353857041755,0.00070771408351,0.000353857041755,,,0.00070771408351,0.000353857041755,0.000353857041755,0.000353857041755,0.00070771408351,0.00141542816702,0.000353857041755,0.000353857041755,0.000353857041755,0.00070771408351,0.00247699929229,,,0.00106157112527,0.00070771408351,,,0.000353857041755,,0.00070771408351,,,0.000353857041755,0.00813871196037,,,,0.000353857041755,,,0.00176928520878,,0.000353857041755,0.00070771408351,,,,,0.00106157112527,,,,,0.00070771408351,0.00176928520878,0.000353857041755,,,0.000353857041755,0.000353857041755,,,0.00070771408351,,0.000353857041755,0.000353857041755,,0.00106157112527,0.00212314225053,,,0.000353857041755,0.00106157112527,,,,,,,,,,,0.00070771408351,,0.000353857041755,0.00141542816702,,,0.00106157112527,0.00070771408351,,0.00955414012739,,0.00070771408351,0.00141542816702,0.000353857041755,0.000353857041755,,,0.00460014154282,0.00070771408351,,0.00070771408351,,,,,0.00106157112527,,,,0.000353857041755,,,,0.000353857041755,,0.000353857041755,,0.000353857041755,0.00070771408351,,,,,,,,0.000353857041755
290,G0400130108501,3193,0.000626370184779,0.00031318509239,0.000939555277169,0.000626370184779,0.00031318509239,0.00031318509239,0.00031318509239,0.00125274036956,0.00031318509239,,,,,,0.000626370184779,0.00031318509239,,0.00031318509239,0.000939555277169,0.00031318509239,0.000626370184779,0.00375822110868,,,,0.000626370184779,,0.00125274036956,0.00031318509239,0.000939555277169,,,,0.00031318509239,,,,0.00031318509239,,,,0.00031318509239,0.00031318509239,0.00031318509239,,0.000626370184779,,0.000939555277169,,0.00031318509239,0.00031318509239,0.000626370184779,,,0.000626370184779,,0.00031318509239,,,0.000939555277169,,0.00031318509239,,0.000626370184779,,0.00187911055434,0.00125274036956,0.00031318509239,0.00031318509239,,0.000626370184779,0.00344503601629,0.000939555277169,0.00031318509239,,,,0.00031318509239,0.00031318509239,,0.00031318509239,0.00125274036956,,,0.00125274036956,0.000626370184779,,0.00031318509239,0.00281866583151,,0.000939555277169,0.00156592546195,,,,0.00031318509239,0.00031318509239,0.00031318509239,,0.00125274036956,0.000626370184779,,0.00031318509239,,,0.00156592546195,,,0.000626370184779,,,0.000939555277169,0.000626370184779,0.000939555277169,,0.00125274036956,,,0.000626370184779,0.000626370184779,0.00031318509239,,,0.000626370184779,,,0.00031318509239,,0.00031318509239,0.00031318509239,0.00031318509239,0.00031318509239,0.00031318509239,,0.000626370184779,,0.000626370184779,0.00031318509239,0.00031318509239,,0.00031318509239,,,0.0103351080489,0.00031318509239,0.00219229564673,0.00031318509239,,,0.00031318509239,0.000626370184779,0.0103351080489,,0.00031318509239,0.000626370184779,,0.000626370184779,,,0.00031318509239,,0.00031318509239,0.00031318509239,,,,,,,,,,,,,,,,0.00031318509239,0.000626370184779,
291,G0400130108502,3002,,0.000999333777482,0.0016655562958,0.000999333777482,0.000666222518321,,,0.000333111259161,,,,,,,,0.000333111259161,0.00199866755496,,0.000333111259161,,0.000666222518321,0.00299800133245,0.000333111259161,,,,,0.000999333777482,0.000333111259161,0.000999333777482,0.000333111259161,,,,,0.000333111259161,,0.000333111259161,0.000333111259161,,,0.00133244503664,,,0.000666222518321,,0.000333111259161,0.000666222518321,0.0016655562958,0.000333111259161,,0.000333111259161,,,0.00233177881412,0.000333111259161,,,,,,0.0016655562958,,,,0.000666222518321,0.00133244503664,,0.000666222518321,,0.000666222518321,0.00632911392405,0.000666222518321,,0.000999333777482,0.000333111259161,,0.000666222518321,0.000999333777482,0.000333111259161,,0.000666222518321,,,0.00599600266489,0.000333111259161,0.000333111259161,,0.000999333777482,,0.000333111259161,0.0016655562958,,0.000999333777482,0.000999333777482,,0.000333111259161,,,0.000666222518321,0.000333111259161,0.000333111259161,,0.000333111259161,,0.000333111259161,,0.000666222518321,0.000999333777482,0.000333111259161,0.000666222518321,0.000666222518321,0.000333111259161,,,,,,0.000333111259161,0.000666222518321,,,,0.000333111259161,,,,,,,0.000333111259161,,0.000333111259161,0.000333111259161,0.000333111259161,0.000333111259161,0.000333111259161,0.000666222518321,,,0.000999333777482,,,0.0093271152565,0.000333111259161,0.00199866755496,0.000333111259161,,,0.000333111259161,,0.00299800133245,0.0016655562958,,0.00199866755496,,,0.000666222518321,,0.000333111259161,,,0.000333111259161,,,,,0.000666222518321,,0.000333111259161,,,,,0.000333111259161,,,,,0.000333111259161,0.000333111259161
292,G0400130108601,719,,,,0.00139082058414,,0.00139082058414,,,0.00139082058414,,,,,0.00139082058414,0.00417246175243,,,,,0.00139082058414,0.00278164116829,0.00278164116829,,,,,,0.00139082058414,,0.00417246175243,,,,,,,,0.00139082058414,,,,,,,,,,,,,,,0.00139082058414,,,,,,,,,0.00139082058414,,,,,0.00139082058414,,,,,,,,,,,0.00139082058414,,,,0.00139082058414,,,,,,,0.00139082058414,,,,,0.00139082058414,0.00139082058414,,,,,,,,,,,0.00278164116829,,,,,,0.00139082058414,,,0.00139082058414,,,,,0.00278164116829,,,0.00139082058414,,,,0.00139082058414,,,,,,,,0.00139082058414,,,,,,,,,0.0125173852573,,,,,,,,0.00417246175243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,G0400130108602,1250,,0.0016,,0.0008,0.0024,,,0.0008,0.0008,,0.0016,,0.0008,0.004,0.0104,,0.0008,,,0.0008,0.0024,0.0024,,,0.0016,0.0016,0.0008,,0.0024,0.0024,,0.0032,0.0008,0.0008,,,0.0008,0.0008,0.0008,,,0.0008,,,0.0008,,,,0.0024,,0.0008,,,0.0008,0.0008,,,,,,,0.0016,,,0.0008,0.0016,0.0008,,0.0008,,0.0008,0.0024,,,0.0016,,,,,,,,,0.0008,0.0056,,,0.0008,0.0008,,,0.0064,,,0.0008,,,,,0.0008,,,,,,,,0.0008,,,,,,,,,,0.0008,0.0008,0.004,,,,,0.0008,,,,,,0.0008,,0.0008,,,0.0016,,,,,0.0024,,,0.0072,,0.0008,,,,,0.0008,0.008,,,,,,0.0008,,,,,,,,0.0008,0.0016,0.0016,0.0008,0.0008,,,,,,,,,,0.0008,
294,G0400130108802,3437,,0.000872854233343,0.000581902822229,0.000581902822229,0.000872854233343,,,0.000290951411114,0.000872854233343,,,,0.000290951411114,0.00116380564446,0.00145475705557,,0.000290951411114,0.000290951411114,,,0.000290951411114,0.00145475705557,,,0.000290951411114,0.00116380564446,0.000290951411114,0.000581902822229,,,0.000581902822229,0.000290951411114,,,,,,0.000290951411114,,0.000290951411114,,0.000581902822229,,,,,0.000581902822229,0.000290951411114,0.000290951411114,,0.000290951411114,,,0.000290951411114,,,,,0.000581902822229,,0.000290951411114,0.000290951411114,,,,0.00232761128891,,0.000290951411114,0.000872854233343,0.000290951411114,0.000290951411114,0.00174570846669,0.000290951411114,,0.000290951411114,,,,,0.000290951411114,,0.000872854233343,,0.000290951411114,0.000290951411114,,,,0.000581902822229,,0.000290951411114,0.0020366598778,0.000290951411114,,,,0.000581902822229,,,0.000290951411114,,0.000581902822229,,,,0.000290951411114,,,,,,,0.000581902822229,0.000290951411114,,,,0.000290951411114,0.000581902822229,0.000581902822229,,,,,,0.000290951411114,0.000581902822229,,,,0.000290951411114,,0.000290951411114,,0.000290951411114,,,,,0.000290951411114,0.000872854233343,,0.000290951411114,0.00320046552226,,0.000290951411114,0.000290951411114,,0.000290951411114,,,0.00581902822229,,,0.000290951411114,,,,,,,0.000290951411114,,,,0.000581902822229,,,,,,,0.00145475705557,,,,,,,0.000290951411114,0.000290951411114
295,G0400130108901,1324,0.000755287009063,,,0.00151057401813,,,,,,,,,,0.00151057401813,0.00151057401813,,,,,,0.00151057401813,0.000755287009063,,0.000755287009063,0.000755287009063,,,0.00151057401813,0.00151057401813,,,,,,,,,0.00226586102719,,,,0.000755287009063,,,,,,,,,,0.000755287009063,,,0.000755287009063,,0.000755287009063,0.000755287009063,0.000755287009063,0.000755287009063,,,,,0.000755287009063,0.00377643504532,,,,,,0.000755287009063,0.00151057401813,,,,,,,,,0.000755287009063,0.000755287009063,,0.00151057401813,,,,0.00226586102719,,0.00226586102719,0.000755287009063,,,,,,,,,,,,,,0.00151057401813,,,,,0.00151057401813,,0.000755287009063,0.00151057401813,,,,,,0.00151057401813,,,0.000755287009063,,,,,,0.000755287009063,0.000755287009063,0.00151057401813,,0.00151057401813,,,,,,,,,,,0.0083081570997,,,,,,,,0.00981873111782,,0.000755287009063,,,0.000755287009063,,,,,,,,,,,,,,,,0.00302114803625,,,,,,,0.00151057401813,
296,G0400130108902,680,0.00147058823529,,,0.00294117647059,,,,,,,,,,0.00147058823529,0.00441176470588,,,,,0.00147058823529,0.00294117647059,0.00882352941176,,,0.00147058823529,,,,,,,,,0.00147058823529,,,,,,,,,,,,,,,,,,,,0.00147058823529,,,,0.00147058823529,,,,,,,,0.00441176470588,0.00294117647059,,,,,0.00147058823529,0.00441176470588,,,,,,,,,0.00294117647059,,,0.00147058823529,,,,0.00735294117647,,0.00294117647059,0.00294117647059,,,,,,,,,,0.00147058823529,,,,0.00294117647059,,,,,,,,0.00588235294118,,,,,0.00147058823529,0.00294117647059,,,,0.00147058823529,,,,,,,,,0.00147058823529,,0.00294117647059,,,,,,,,,0.0132352941176,,,,0.00147058823529,,,,0.0176470588235,,,,,,,,,,,0.00147058823529,,0.00147058823529,0.00441176470588,,,,,,,0.00294117647059,,,,0.00147058823529,,,0.00147058823529,
297,G0400130109001,24,,,,,,,,,,,,,,,0.0416666666667,,,,,,,,,,,0.0416666666667,0.0416666666667,,,0.0416666666667,,,,,,0.0416666666667,,,,,,,,0.0416666666667,,,,,,,,,,,,,,,,,,0.0833333333333,,,,,0.0416666666667,,,,,0.0416666666667,,0.0416666666667,,,,,,,,,,,,,,,,,,,,0.0416666666667,0.0416666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0416666666667,,,,,,,,0.0416666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,G0400130109002,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056657223796,,,,,,,,,,,0.0028328611898,,,,,,,0.0028328611898,,,,,,,,,,,,0.0056657223796,,,,,,,,,,,,,,,,0.0028328611898,,,,0.0056657223796,,,,,0.0028328611898,,,,,,0.0028328611898,,,,,,,,,,,,,0.0028328611898,,,,0.0028328611898,,,,,,,,,,,,,,,,,,,,,0.0028328611898,0.0028328611898,,0.0028328611898,,,,,,,,0.00849858356941,,,,,,,,,,,,,,,,,,,,,,0.0028328611898,,,,0.0028328611898,,,
299,G0400130109003,182,,,,,,,,,,,,,,0.00549450549451,0.00549450549451,,,,,,,,,,,,,,,,,,,,,,,,0.00549450549451,,,,,,,,,,,,0.00549450549451,,,,0.00549450549451,,,,,0.00549450549451,,,,,0.00549450549451,,0.00549450549451,,,,,0.00549450549451,,,,,,,,,,,,0.00549450549451,0.0164835164835,,,,0.00549450549451,,,0.00549450549451,,,,,,,,,,,,,,0.00549450549451,,,,,,,,0.00549450549451,0.00549450549451,,,,,,,,,,,,,,,,,,,,0.00549450549451,,,0.00549450549451,,,,,,0.0164835164835,,0.00549450549451,,,0.00549450549451,,,0.010989010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,G0400130109101,28,,,,,,,,,,,,,0.0357142857143,,0.0357142857143,,,,,,,0.0357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0357142857143,,,,,,,,,,,,,,,0.0357142857143,,,,,,,,,,0.0357142857143,,,,,,,,,,,,,,,,,,,,,,0.0357142857143,,,,,,,,,,,,,,,,,,,,,,0.0357142857143,,,,,,,,0.0714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,G0400130109102,81,,,,,,,,,,,,,,,,,0.0123456790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123456790123,,,,,,,,,,,,,,,,,,,,0.0123456790123,,,,,,,,0.0123456790123,,,,,0.0123456790123,,,,,,,,,0.0123456790123,,,0.0123456790123,,,,,,,,,,,,,,,,,,0.0123456790123,,,,,,,,,0.0493827160494,0.0123456790123,,,,,,,0.0123456790123,,,,,,,,,,,,,,0.0123456790123,,,,,,,,,,,,0.0123456790123,,,
302,G0400130109200,149,,,,,,0.0134228187919,0.00671140939597,,,,,0.00671140939597,0.0134228187919,0.0134228187919,0.0268456375839,,,,,,0.00671140939597,,,,,,,,,,,,,,,,0.00671140939597,,,,,,,,,,,,,,,,,,0.00671140939597,,0.00671140939597,,,,0.00671140939597,,,,,0.00671140939597,,,,,,0.00671140939597,,,,,,,,,,,,,0.00671140939597,,,,0.0134228187919,,,0.00671140939597,,,,,,,,0.00671140939597,,,,,,0.0134228187919,,,,,,,,0.0134228187919,,,,,,0.00671140939597,,,0.00671140939597,,,,,,,,,,,,0.00671140939597,,,,,,,,,0.0402684563758,,,0.00671140939597,,0.00671140939597,,,0.0335570469799,,,0.00671140939597,,0.00671140939597,,0.00671140939597,,,,,,,,,,,,,,,,,,,0.00671140939597,,,
303,G0400130109300,141,,,,0.00709219858156,,0.00709219858156,,,,,,,,,0.0141843971631,,,,,0.00709219858156,0.00709219858156,0.00709219858156,,,,,,,0.00709219858156,0.0141843971631,,0.00709219858156,,0.00709219858156,,,0.0141843971631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00709219858156,0.00709219858156,,,,,,0.00709219858156,,,,,0.00709219858156,,,,,0.0141843971631,,,0.00709219858156,,,,,,,,,0.0141843971631,,,,,,,,,,,,,0.00709219858156,,,,,,0.00709219858156,,0.00709219858156,,,,,,,,,,,,,0.00709219858156,,,,,,,,,0.0567375886525,,,0.00709219858156,,,,,0.0141843971631,,,,,,0.00709219858156,,0.00709219858156,0.00709219858156,,,,,,,,,,,,,,,,,,,,
304,G0400130109400,70,,,,,,,,,0.0142857142857,,,,,,,,,,,,,0.0142857142857,,,,,,,0.0142857142857,,,,,,,,,0.0285714285714,,,,,0.0142857142857,,,,,,,0.0142857142857,,0.0142857142857,,,,,,,,,,,,,,0.0142857142857,0.0142857142857,,,,,0.0142857142857,,,,,,,0.0142857142857,,,,,,,,,,,,,0.0142857142857,,,,,,,,,,,,,,,,,,,,,,0.0142857142857,,0.0142857142857,,,0.0142857142857,,,,,,,,,,,,,,,,,,,,,,,,,0.0571428571429,,,,,,,,0.0142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,G0400130109500,63,,0.015873015873,,,,,,,,,,,,,,,,,,,,0.015873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873,,,,,0.015873015873,,,,,,,,,,,,,,0.015873015873,,,,,,,,,,,0.015873015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015873015873,,,,
306,G0400130109601,21,,,,,,,,,,,,,,,,,,,,,,0.0952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,0.047619047619,,,,,0.047619047619,,,,,,,0.047619047619,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,0.047619047619,,,,,0.047619047619,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,0.142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,G0400130109602,27,,0.037037037037,0.037037037037,,,,,,0.037037037037,,,,,0.037037037037,0.037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037,,0.037037037037,,,,,0.037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037,,,,,,,,,,,,,,,,,,,,,0.037037037037,,,,,,,,0.037037037037,,,0.037037037037,,0.037037037037,,,,,,,,,,,,,,,,,,,,,,,,
308,G0400130109603,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,G0400130109701,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0555555555556,,,,,,,,,,,,,,,,,,,,,0.0555555555556,,,,,,,,,0.111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,G0400130109702,6,,,,,,,,,,,,,,,,,,,,,,0.166666666667,,,,,,,0.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666667,,,,,,,,,0.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,G0400130109703,88,,,0.0113636363636,,,,,,,,,,,,,,,,,,,,,,,,,,0.0227272727273,,,,0.0113636363636,,,,,0.0340909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0113636363636,,,,,,,,,,,,,,,,,,,,,,,0.0113636363636,,0.0113636363636,,,0.0113636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0113636363636,,0.0113636363636,,,,,,,,,0.0568181818182,,,,,,,,0.0113636363636,,,,,,,,,,,,,,,,,,,,,,0.0113636363636,,,0.0113636363636,,,,
312,G0400130109704,21,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952380952381,,,,,,,,,,,0.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,
